Metabolite,Compound_ID_X01,Original_Metabolite_Name,HMDB_ID,Known_Compound,Included_X01,Included_Pilot,Included_MESA2,Assay,Known,cv_percent,n_pools,missing_exam_1,missing_exam_5,missing_exam_6,missing_all_exams
C18_QI20213,QI20213,NA,,0,1,1,1,C18,0,9.914708962905362,503,0.32941176470588235,0.691085003455425,0.03322259136212625,0.37884307154305696
C18_QI20297,QI20297,NA,,0,1,1,1,C18,0,18.516213349242673,503,0.32941176470588235,0.64501266989173,0.7308970099667774,0.5172665015299431
C18_QI20331,QI20331,NA,,0,1,1,1,C18,0,7.967242258691962,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI20355,QI20355,NA,,0,1,1,1,C18,0,16.045692347068332,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI20356,QI20356,NA,,0,1,1,1,C18,0,7.1136251321244846,503,0.32941176470588235,0.5759041695461875,0.03322259136212625,0.34241585312545536
C18_QI20436,QI20436,NA,,0,1,1,1,C18,0,9.51806449101354,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI20561,QI20561,NA,,0,1,1,1,C18,0,10.76401277740368,503,0.32941176470588235,0.5759041695461875,0.0664451827242525,0.34970129680897566
C18_QI20638,QI20638,NA,,0,1,1,1,C18,0,8.40109791993087,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI20677,QI20677,NA,,0,1,1,1,C18,0,9.83428646963255,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI21034,QI21034,NA,,0,1,1,1,C18,0,9.529068518389973,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI21037,QI21037,NA,,0,1,1,1,C18,0,15.620051251298719,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI21039,QI21039,NA,,0,1,1,1,C18,0,9.463695486725593,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI21040,QI21040,NA,,0,1,1,1,C18,0,16.075869197037008,503,0.32941176470588235,0.5759041695461875,0.03322259136212625,0.34241585312545536
C18_QI21046,QI21046,NA,,0,1,1,1,C18,0,13.43486855715234,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI21459,QI21459,NA,,0,1,1,1,C18,0,9.405949470867098,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI21464,QI21464,NA,,0,1,1,1,C18,0,14.499376200499256,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI21465,QI21465,NA,,0,1,1,1,C18,0,18.118421190818555,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI21808,QI21808,NA,,0,1,1,1,C18,0,9.554738472661038,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_QI21827,QI21827,NA,,0,1,1,1,C18,0,15.21765537072389,503,0.32941176470588235,0.5759041695461875,0,0.335130409441935
C18_Eicosadienoic.acid,QI24496,Eicosadienoic acid,HMDB0005060,1,1,1,1,C18,1,10.188034460609035,503,0.34509803921568627,0.598940336328035,0.03322259136212625,0.356986740492496
C18_QI24028,QI24028,NA,,0,1,1,1,C18,0,18.286050569688893,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_X11.methyl.lauric.acid,TF07,11-methyl lauric acid,HMDB0304761,1,1,1,1,C18,1,7.46350015743555,503,0.34509803921568627,0.5759041695461875,0.0664451827242525,0.356986740492496
C18_Xi.17.Methyloctadecanoic.acid,QI27848,Xi-17-Methyloctadecanoic acid,HMDB0061710,1,1,1,1,C18,1,9.836833541920376,503,0.3607843137254902,0.73715733701912,0.09966777408637872,0.42255573364417887
C18_QI19344,QI19344,NA,,0,1,1,1,C18,0,8.39403627932378,503,0.34509803921568627,0.5759041695461875,0.0664451827242525,0.356986740492496
C18_X12.HETE,QI16267,12-HETE,HMDB0006111,1,1,1,1,C18,1,10.231077951472976,503,0.3764705882352941,0.7141211702372725,0,0.4006994025936179
C18_Chenodeoxycholic.acid,QI12340,Chenodeoxycholic acid,HMDB0000518,1,1,1,1,C18,1,3.7154739363097344,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI57903,QI57903,NA,,0,1,1,1,C18,0,3.815793205375886,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI12343,QI12343,NA,,0,1,1,1,C18,0,3.665502688819638,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_Cholic.acid,QI55266,Cholic acid,HMDB0000619,1,1,1,1,C18,1,3.395698276928489,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_Ribothymidine,QI6482,Ribothymidine,HMDB0000884,1,1,1,1,C18,1,7.10839618127294,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_X2.Aminocaprylic.acid,QI8393,2-Aminocaprylic acid,HMDB0000991,1,1,1,1,C18,1,4.963603884679806,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI1635,QI1635,NA,,0,1,1,1,C18,0,11.253829337477672,503,0.34509803921568627,0.5759041695461875,0.03322259136212625,0.34970129680897566
C18_QI6107,QI6107,NA,,0,1,1,1,C18,0,5.975451433290599,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI6317,QI6317,NA,,0,1,1,1,C18,0,7.990075506600354,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI6406,QI6406,NA,,0,1,1,1,C18,0,4.824842031957551,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI6437,QI6437,NA,,0,1,1,1,C18,0,8.3600524915775,503,0.3607843137254902,0.598940336328035,0,0.356986740492496
C18_QI6447,QI6447,NA,,0,1,1,1,C18,0,9.467845792294757,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI6456,QI6456,NA,,0,1,1,1,C18,0,7.344270215203999,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI6702,QI6702,NA,,0,1,1,1,C18,0,3.763688980307796,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI6708,QI6708,NA,,0,1,1,1,C18,0,7.199054108069015,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI6727,QI6727,NA,,0,1,1,1,C18,0,10.374766936107275,503,0.3607843137254902,0.6219765031098825,0.03322259136212625,0.3715576278595366
C18_QI6772,QI6772,NA,,0,1,1,1,C18,0,13.501815335048015,503,0.34509803921568627,0.64501266989173,0.16611295681063123,0.4006994025936179
C18_QI6778,QI6778,NA,,0,1,1,1,C18,0,7.9199648401527964,503,0.3607843137254902,0.6219765031098825,0.03322259136212625,0.3715576278595366
C18_QI6781,QI6781,NA,,0,1,1,1,C18,0,8.472679631700988,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI8738,QI8738,NA,,0,1,1,1,C18,0,6.048818357766873,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI8740,QI8740,NA,,0,1,1,1,C18,0,4.371668076747679,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_Hydrocinnamic.acid,QI44611,Hydrocinnamic acid,HMDB0000764,1,1,1,1,C18,1,6.365021559680735,503,0.3607843137254902,0.64501266989173,0.03322259136212625,0.37884307154305696
C18_QI43460,QI43460,NA,,0,1,1,1,C18,0,5.163797006522604,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI45522,QI45522,NA,,0,1,1,1,C18,0,4.810838298675043,503,0.3764705882352941,0.598940336328035,0,0.3642721841760163
C18_QI1370,QI1370,NA,,0,1,1,1,C18,0,22.34385986516424,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI1466,QI1466,NA,,0,1,1,1,C18,0,28.242969340989383,503,0.3764705882352941,0.6219765031098825,0,0.3715576278595366
C18_QI1947,QI1947,NA,,0,1,1,1,C18,0,12.915880821223352,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI1928,QI1928,NA,,0,1,1,1,C18,0,14.70739998264811,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI1965,QI1965,NA,,0,1,1,1,C18,0,12.69943644041899,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI2050,QI2050,NA,,0,1,1,1,C18,0,10.635954004288612,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI2055,QI2055,NA,,0,1,1,1,C18,0,11.163985915233036,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI2076,QI2076,NA,,0,1,1,1,C18,0,11.603447063413617,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI2086,QI2086,NA,,0,1,1,1,C18,0,9.777071977217206,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI2092,QI2092,NA,,0,1,1,1,C18,0,18.13479470074778,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI2100,QI2100,NA,,0,1,1,1,C18,0,13.431324370242685,503,0.3607843137254902,0.5759041695461875,0,0.34970129680897566
C18_QI2067,QI2067,NA,,0,1,1,1,C18,0,20.791040219242443,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI2861,QI2861,NA,,0,1,1,1,C18,0,16.59157207188027,503,0.3607843137254902,0.64501266989173,0.09966777408637872,0.3934139589100976
C18_QI3246,QI3246,NA,,0,1,1,1,C18,0,5.449598352987765,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI3247,QI3247,NA,,0,1,1,1,C18,0,18.279586898599863,503,0.3607843137254902,0.6219765031098825,0,0.3642721841760163
C18_QI3299,QI3299,NA,,0,1,1,1,C18,0,10.46254285641226,503,0.34509803921568627,0.6219765031098825,0.03322259136212625,0.3642721841760163
C18_QI3314,QI3314,NA,,0,1,1,1,C18,0,7.823952031064281,503,0.3607843137254902,0.6219765031098825,0,0.3642721841760163
C18_QI3320,QI3320,NA,,0,1,1,1,C18,0,7.8464079321453255,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI3251,QI3251,NA,,0,1,1,1,C18,0,4.77236710229784,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI3252,QI3252,NA,,0,1,1,1,C18,0,5.4088587439979605,503,0.3607843137254902,0.598940336328035,0,0.356986740492496
C18_QI3276,QI3276,NA,,0,1,1,1,C18,0,4.073136875482574,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI3277,QI3277,NA,,0,1,1,1,C18,0,4.306581639920277,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI3280,QI3280,NA,,0,1,1,1,C18,0,4.662199622948126,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI3282,QI3282,NA,,0,1,1,1,C18,0,5.397738911116802,503,0.3607843137254902,0.6219765031098825,0,0.3642721841760163
C18_QI3309,QI3309,NA,,0,1,1,1,C18,0,8.322250161419484,503,0.3607843137254902,0.598940336328035,0,0.356986740492496
C18_QI3630,QI3630,NA,,0,1,1,1,C18,0,13.065779892876318,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI3664,QI3664,NA,,0,1,1,1,C18,0,5.070346504691145,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI3666,QI3666,NA,,0,1,1,1,C18,0,8.012156754246716,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI3670,QI3670,NA,,0,1,1,1,C18,0,10.582757455685057,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI3678,QI3678,NA,,0,1,1,1,C18,0,4.881177803384919,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI3698,QI3698,NA,,0,1,1,1,C18,0,6.615115160405995,503,0.3607843137254902,0.6219765031098825,0,0.3642721841760163
C18_QI3719,QI3719,NA,,0,1,1,1,C18,0,8.895688272154379,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI3721,QI3721,NA,,0,1,1,1,C18,0,12.332019032950765,503,0.34509803921568627,0.6680488366735775,0,0.3715576278595366
C18_QI3728,QI3728,NA,,0,1,1,1,C18,0,11.939798842141899,503,0.3607843137254902,0.64501266989173,0,0.3715576278595366
C18_QI3730,QI3730,NA,,0,1,1,1,C18,0,14.906085379932069,503,0.3607843137254902,0.6219765031098825,0,0.3642721841760163
C18_QI3739,QI3739,NA,,0,1,1,1,C18,0,14.105294233665502,503,0.3607843137254902,0.598940336328035,0,0.356986740492496
C18_QI3625,QI3625,NA,,0,1,1,1,C18,0,10.411881881397283,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI3651,QI3651,NA,,0,1,1,1,C18,0,14.750191304488041,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI3663,QI3663,NA,,0,1,1,1,C18,0,9.393189349099043,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI3685,QI3685,NA,,0,1,1,1,C18,0,6.443179769934054,503,0.3607843137254902,0.6219765031098825,0,0.3642721841760163
C18_QI3716,QI3716,NA,,0,1,1,1,C18,0,13.384780519226478,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI3717,QI3717,NA,,0,1,1,1,C18,0,9.81884541374156,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI3718,QI3718,NA,,0,1,1,1,C18,0,13.0296938678505,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI3722,QI3722,NA,,0,1,1,1,C18,0,13.953626025514021,503,0.3607843137254902,0.6680488366735775,0.0664451827242525,0.3934139589100976
C18_QI3724,QI3724,NA,,0,1,1,1,C18,0,10.773738083418273,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI3725,QI3725,NA,,0,1,1,1,C18,0,12.842618772424435,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI3752,QI3752,NA,,0,1,1,1,C18,0,14.090802941916525,503,0.3607843137254902,0.64501266989173,0.03322259136212625,0.37884307154305696
C18_QI3753,QI3753,NA,,0,1,1,1,C18,0,15.052600665607297,503,0.3607843137254902,0.64501266989173,0.0664451827242525,0.38612851522657726
C18_QI3759,QI3759,NA,,0,1,1,1,C18,0,10.653932331256799,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI3791,QI3791,NA,,0,1,1,1,C18,0,10.360206794234594,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI3792,QI3792,NA,,0,1,1,1,C18,0,11.113770540226357,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI3897,QI3897,NA,,0,1,1,1,C18,0,10.779974089378213,503,0.3607843137254902,0.6680488366735775,0,0.37884307154305696
C18_QI4124,QI4124,NA,,0,1,1,1,C18,0,10.130811170075974,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4166,QI4166,NA,,0,1,1,1,C18,0,10.539409246069958,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4189,QI4189,NA,,0,1,1,1,C18,0,7.836919092647117,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4191,QI4191,NA,,0,1,1,1,C18,0,8.817371895415322,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4197,QI4197,NA,,0,1,1,1,C18,0,10.404353673282817,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4198,QI4198,NA,,0,1,1,1,C18,0,6.9997147277863325,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4199,QI4199,NA,,0,1,1,1,C18,0,7.096003804524346,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI4200,QI4200,NA,,0,1,1,1,C18,0,7.955547871626098,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4201,QI4201,NA,,0,1,1,1,C18,0,12.167797436420525,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI4229,QI4229,NA,,0,1,1,1,C18,0,8.29470490903477,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI4243,QI4243,NA,,0,1,1,1,C18,0,7.6490921727530345,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI4271,QI4271,NA,,0,1,1,1,C18,0,10.407797740133061,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4278,QI4278,NA,,0,1,1,1,C18,0,14.463533945736543,503,0.34509803921568627,0.64501266989173,0.03322259136212625,0.3715576278595366
C18_QI4287,QI4287,NA,,0,1,1,1,C18,0,9.307024802961871,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4329,QI4329,NA,,0,1,1,1,C18,0,13.930050051817616,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4330,QI4330,NA,,0,1,1,1,C18,0,13.665384463885053,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4343,QI4343,NA,,0,1,1,1,C18,0,14.746919059894372,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI4094,QI4094,NA,,0,1,1,1,C18,0,16.289641510348797,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI4139,QI4139,NA,,0,1,1,1,C18,0,22.43551301750521,503,0.3607843137254902,0.73715733701912,0.03322259136212625,0.40798484627713827
C18_QI4144,QI4144,NA,,0,1,1,1,C18,0,10.850670194560173,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI4154,QI4154,NA,,0,1,1,1,C18,0,7.924745299642244,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI4157,QI4157,NA,,0,1,1,1,C18,0,11.207210062616312,503,0.34509803921568627,0.6219765031098825,0,0.356986740492496
C18_QI4184,QI4184,NA,,0,1,1,1,C18,0,12.162387256792613,503,0.34509803921568627,0.64501266989173,0,0.3642721841760163
C18_QI4192,QI4192,NA,,0,1,1,1,C18,0,14.796285629819513,503,0.34509803921568627,0.8062658373646624,0,0.41527028996065857
C18_QI1674,QI1674,NA,,0,1,1,1,C18,0,99.36357806358545,503,0.34509803921568627,0.6219765031098825,0.0664451827242525,0.3715576278595366
C18_QI1984,QI1984,NA,,0,1,1,1,C18,0,13.14970421009615,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI2069,QI2069,NA,,0,1,1,1,C18,0,15.423836373296593,503,0.3607843137254902,0.598940336328035,0,0.356986740492496
C18_QI2151,QI2151,NA,,0,1,1,1,C18,0,12.15095477835377,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI3292,QI3292,NA,,0,1,1,1,C18,0,13.179907803238947,503,0.3764705882352941,0.6680488366735775,0.09966777408637872,0.40798484627713827
C18_QI3327,QI3327,NA,,0,1,1,1,C18,0,24.69187427071431,503,0.3607843137254902,0.8062658373646624,0.0664451827242525,0.43712662101121963
C18_QI3484,QI3484,NA,,0,1,1,1,C18,0,13.327602422300917,503,0.3764705882352941,0.64501266989173,0.03322259136212625,0.38612851522657726
C18_QI3699,QI3699,NA,,0,1,1,1,C18,0,16.39372937832556,503,0.3764705882352941,0.6680488366735775,0.0664451827242525,0.4006994025936179
C18_QI3749,QI3749,NA,,0,1,1,1,C18,0,15.329700639099809,503,0.3607843137254902,0.64501266989173,0.0664451827242525,0.38612851522657726
C18_QI3758,QI3758,NA,,0,1,1,1,C18,0,18.461702596932646,503,0.3764705882352941,0.6680488366735775,0.03322259136212625,0.3934139589100976
C18_QI3762,QI3762,NA,,0,1,1,1,C18,0,14.185548099657645,503,0.3607843137254902,0.64501266989173,0,0.3715576278595366
C18_QI3801,QI3801,NA,,0,1,1,1,C18,0,10.024535601072722,503,0.3764705882352941,0.6680488366735775,0,0.38612851522657726
C18_QI4341,QI4341,NA,,0,1,1,1,C18,0,22.613991604606497,503,0.34509803921568627,0.8984105044920525,0.03322259136212625,0.4516975083782603
C18_QI2117,QI2117,NA,,0,1,1,1,C18,0,29.114130027302178,502,0.34509803921568627,0.598940336328035,0.03322259136212625,0.356986740492496
C18_QI2089,QI2089,NA,,0,1,1,1,C18,0,12.909095243408702,503,0.3607843137254902,0.598940336328035,0,0.356986740492496
C18_QI2201,QI2201,NA,,0,1,1,1,C18,0,10.689748972797954,503,0.3607843137254902,0.598940336328035,0,0.356986740492496
C18_QI2379,QI2379,NA,,0,1,1,1,C18,0,7.270633914202591,503,0.3764705882352941,0.5759041695461875,0.03322259136212625,0.3642721841760163
C18_QI2365,QI2365,NA,,0,1,1,1,C18,0,10.03784300648517,503,0.3764705882352941,0.598940336328035,0,0.3642721841760163
C18_QI2482,QI2482,NA,,0,1,1,1,C18,0,8.95693590448297,502,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI2504,QI2504,NA,,0,1,1,1,C18,0,6.938181867260647,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI2084,QI2084,NA,,0,1,1,1,C18,0,18.757795147893763,503,0.3764705882352941,0.64501266989173,0,0.37884307154305696
C18_QI2172,QI2172,NA,,0,1,1,1,C18,0,12.054567979115303,503,0.3764705882352941,0.691085003455425,0.0664451827242525,0.40798484627713827
C18_QI2214,QI2214,NA,,0,1,1,1,C18,0,15.354225772062758,502,0.40784313725490196,0.783229670582815,0,0.43712662101121963
C18_QI2850,QI2850,NA,,0,1,1,1,C18,0,27.21976940447439,502,0.34509803921568627,0.64501266989173,0.0664451827242525,0.37884307154305696
C18_QI2388,QI2388,NA,,0,1,1,1,C18,0,13.500458815581554,503,0.39215686274509803,0.64501266989173,0,0.38612851522657726
C18_QI10810,QI10810,NA,,0,1,1,1,C18,0,10.141472761513839,503,0.4235294117647058,0.64501266989173,0,0.4006994025936179
C18_QI2462,QI2462,NA,,0,1,1,1,C18,0,7.736664549438001,503,0.40784313725490196,0.5759041695461875,0,0.3715576278595366
C18_QI3065,QI3065,NA,,0,1,1,1,C18,0,20.201397886046436,502,0.40784313725490196,0.5759041695461875,0.09966777408637872,0.3934139589100976
C18_QI3217,QI3217,NA,,0,1,1,1,C18,0,18.975484499664226,503,0.40784313725490196,0.6680488366735775,0.03322259136212625,0.40798484627713827
C18_QI2519,QI2519,NA,,0,1,1,1,C18,0,9.086974285144404,501,0.4392156862745098,0.73715733701912,0,0.43712662101121963
C18_QI2681,QI2681,NA,,0,1,1,1,C18,0,15.159083169142178,503,0.34509803921568627,0.598940336328035,0,0.34970129680897566
C18_QI2526,QI2526,NA,,0,1,1,1,C18,0,17.482609386204206,503,0.3607843137254902,0.6219765031098825,0.03322259136212625,0.3715576278595366
C18_QI3898,QI3898,NA,,0,1,1,1,C18,0,13.423169843591735,503,0.40784313725490196,0.691085003455425,0,0.40798484627713827
C18_QI2788,QI2788,NA,,0,1,1,1,C18,0,12.387484789395659,503,0.3764705882352941,0.5759041695461875,0.09966777408637872,0.37884307154305696
C18_QI2790,QI2790,NA,,0,1,1,1,C18,0,7.372941758801645,503,0.3607843137254902,0.5759041695461875,0.03322259136212625,0.356986740492496
C18_QI2868,QI2868,NA,,0,1,1,1,C18,0,70.50206141122854,503,0.39215686274509803,0.691085003455425,0.09966777408637872,0.42255573364417887
C18_QI2897,QI2897,NA,,0,1,1,1,C18,0,11.841210015123735,503,0.3607843137254902,0.5759041695461875,0.09966777408637872,0.3715576278595366
C18_QI2912,QI2912,NA,,0,1,1,1,C18,0,7.050954575092586,503,0.34509803921568627,0.5759041695461875,0.09966777408637872,0.3642721841760163
C18_QI2925,QI2925,NA,,0,1,1,1,C18,0,21.86068358672105,503,0.34509803921568627,0.598940336328035,0.0664451827242525,0.3642721841760163
C18_QI2867,QI2867,NA,,0,1,1,1,C18,0,14.153013577233867,503,0.34509803921568627,0.5759041695461875,0.09966777408637872,0.3642721841760163
C18_QI2879,QI2879,NA,,0,1,1,1,C18,0,19.35490865668357,503,0.3607843137254902,0.5759041695461875,0,0.34970129680897566
C18_QI2927,QI2927,NA,,0,1,1,1,C18,0,6.41838262589673,503,0.34509803921568627,0.5759041695461875,0.03322259136212625,0.34970129680897566
C18_QI5653,QI5653,NA,,0,1,1,1,C18,0,18.466332855904383,503,0.3764705882352941,0.598940336328035,0.09966777408637872,0.38612851522657726
C18_QI2874,QI2874,NA,,0,1,1,1,C18,0,44.659788545179396,502,0.4549019607843137,0.64501266989173,0.09966777408637872,0.43712662101121963
C18_QI2907,QI2907,NA,,0,1,1,1,C18,0,27.650324610062487,503,0.4705882352941176,0.598940336328035,0.09966777408637872,0.4298411773276992
C18_QI2903,QI2903,NA,,0,1,1,1,C18,0,11.450515668469386,503,0.40784313725490196,0.5759041695461875,0.0664451827242525,0.38612851522657726
C18_QI3091,QI3091,NA,,0,1,1,1,C18,0,6.613471386546115,503,0.3607843137254902,0.5759041695461875,0.03322259136212625,0.356986740492496
C18_QI3649,QI3649,NA,,0,1,1,1,C18,0,5.460060200459308,503,0.34509803921568627,0.5759041695461875,0,0.34241585312545536
C18_QI3665,QI3665,NA,,0,1,1,1,C18,0,5.114198984241881,503,0.3607843137254902,0.6219765031098825,0,0.3642721841760163
C18_QI4164,QI4164,NA,,0,1,1,1,C18,0,7.780141685904705,503,0.3607843137254902,0.598940336328035,0,0.356986740492496
C18_QI4165,QI4165,NA,,0,1,1,1,C18,0,8.156426104893155,503,0.3607843137254902,0.598940336328035,0,0.356986740492496
C18_QI4227,QI4227,NA,,0,1,1,1,C18,0,9.17064682054519,503,0.3607843137254902,0.598940336328035,0,0.356986740492496
C18_QI4242,QI4242,NA,,0,1,1,1,C18,0,8.698228742981739,503,0.3607843137254902,0.6680488366735775,0,0.37884307154305696
C18_QI4288,QI4288,NA,,0,1,1,1,C18,0,8.546254844796083,503,0.3607843137254902,0.6219765031098825,0,0.3642721841760163
C18_QI4289,QI4289,NA,,0,1,1,1,C18,0,7.428598578353293,503,0.3607843137254902,0.598940336328035,0,0.356986740492496
C18_QI4158,QI4158,NA,,0,1,1,1,C18,0,21.13281326259561,503,0.39215686274509803,0.875374337710205,0.132890365448505,0.4881247267958619
C18_QI3114,QI3114,NA,,0,1,1,1,C18,0,14.254052591838292,503,0.3607843137254902,1.059663671964985,0,0.5026956141629025
C18_QI3135,QI3135,NA,,0,1,1,1,C18,0,15.205185027447083,503,0.3607843137254902,0.64501266989173,0,0.3715576278595366
C18_QI3188,QI3188,NA,,0,1,1,1,C18,0,20.161722619331186,503,0.4235294117647058,0.73715733701912,0.03322259136212625,0.43712662101121963
C18_QI3748,QI3748,NA,,0,1,1,1,C18,0,23.696011663003436,503,0.4235294117647058,0.783229670582815,0.09966777408637872,0.46626839574530093
C18_QI3836,QI3836,NA,,0,1,1,1,C18,0,15.597280540474278,503,0.40784313725490196,0.64501266989173,0.03322259136212625,0.4006994025936179
C18_QI3677,QI3677,NA,,0,1,1,1,C18,0,22.718112326536787,503,0.3764705882352941,0.6680488366735775,0.03322259136212625,0.3934139589100976
C18_QI3798,QI3798,NA,,0,1,1,1,C18,0,14.025477315921094,503,0.3764705882352941,0.6680488366735775,0.03322259136212625,0.3934139589100976
C18_QI3841,QI3841,NA,,0,1,1,1,C18,0,12.25604808176036,503,0.3607843137254902,0.6680488366735775,0,0.37884307154305696
C18_QI3265,QI3265,NA,,0,1,1,1,C18,0,10.118233317612876,503,0.3764705882352941,0.6680488366735775,0.16611295681063123,0.42255573364417887
C18_QI3291,QI3291,NA,,0,1,1,1,C18,0,8.242308196130075,503,0.3764705882352941,0.6219765031098825,0.03322259136212625,0.37884307154305696
C18_QI3295,QI3295,NA,,0,1,1,1,C18,0,9.303522516175153,503,0.39215686274509803,0.6680488366735775,0,0.3934139589100976
C18_QI3659,QI3659,NA,,0,1,1,1,C18,0,15.693679583474577,503,0.39215686274509803,0.6219765031098825,0.03322259136212625,0.38612851522657726
C18_QI3671,QI3671,NA,,0,1,1,1,C18,0,8.757806913845897,503,0.39215686274509803,0.6680488366735775,0,0.3934139589100976
